uid,LOANFLAG8,LOANFLAG9,LOANFLAG10,LOANFLAG11
56084,1,1,1,1
56089,0,1,1,1
56090,1,1,1,1
56091,1,1,1,1
56093,1,1,1,1
56098,0,0,0,1
561,0,1,1,1
56103,1,1,1,1
56105,1,1,1,1
56110,1,1,1,1
56111,1,1,1,1
56116,1,1,1,1
56117,0,0,1,1
5612,1,1,1,1
56126,0,1,1,1
56128,0,0,1,1
56130,1,1,1,1
56131,0,1,1,1
56134,1,1,1,1
56136,0,0,1,1
56137,1,1,1,1
5614,0,0,1,1
56141,1,1,1,1
56142,1,1,1,1
56144,0,1,1,1
56145,1,1,1,1
56149,1,1,1,1
5615,1,1,1,1
56152,0,0,0,1
56155,1,1,1,1
56156,0,1,1,1
56159,1,1,1,1
5616,1,1,1,1
56160,0,1,1,1
56162,0,1,1,1
56164,1,1,1,1
56167,0,0,1,1
56169,1,1,1,1
56170,1,1,1,1
56171,1,1,1,1
56172,1,1,1,1
56173,0,0,1,1
56174,1,1,1,1
56177,1,1,1,1
5618,1,1,1,1
56180,1,1,1,1
56182,1,1,1,1
56184,1,1,1,1
5619,1,1,1,1
56190,0,0,1,1
56192,1,1,1,1
56193,0,1,1,1
56196,0,1,1,1
562,1,1,1,1
5620,1,1,1,1
56205,0,1,1,1
56208,1,1,1,1
5621,1,1,1,1
56210,1,1,1,1
56211,0,0,0,1
56213,1,1,1,1
56214,0,1,1,1
56216,0,1,1,1
56217,0,1,1,1
56219,1,1,1,1
56222,0,0,0,1
56223,0,1,1,1
56224,1,1,1,1
56225,1,1,1,1
56226,0,1,1,1
5623,1,1,1,1
56232,1,1,1,1
56233,0,0,1,1
56239,0,1,1,1
56242,0,1,1,1
56251,1,1,1,1
56252,0,1,1,1
56253,1,1,1,1
56254,0,0,0,1
56255,1,1,1,1
56256,0,1,1,1
56257,1,1,1,1
56258,1,1,1,1
56259,1,1,1,1
5626,1,1,1,1
56261,1,1,1,1
56266,1,1,1,1
56267,1,1,1,1
56269,0,1,1,1
5627,0,1,1,1
56271,1,1,1,1
56272,0,1,1,1
56273,1,1,1,1
56278,0,1,1,1
56281,0,1,1,1
56282,1,1,1,1
56285,0,0,1,1
56291,1,1,1,1
56294,0,0,1,1
56296,0,1,1,1
56298,0,1,1,1
56299,0,0,0,1
5630,0,0,1,1
56302,0,1,1,1
56305,1,1,1,1
56306,1,1,1,1
56308,1,1,1,1
56309,0,0,0,1
5631,1,1,1,1
56310,1,1,1,1
56312,1,1,1,1
56314,0,0,0,1
56318,1,1,1,1
56319,0,0,1,1
5632,1,1,1,1
56323,0,0,0,1
56328,1,1,1,1
56329,0,0,1,1
56330,1,1,1,1
56332,0,0,0,1
56333,0,0,0,1
56336,1,1,1,1
56340,1,1,1,1
56341,1,1,1,1
56343,1,1,1,1
56346,1,1,1,1
56347,1,1,1,1
5635,0,1,1,1
56350,0,1,1,1
56354,1,1,1,1
56355,1,1,1,1
56357,0,0,0,1
56358,0,0,0,1
56359,1,1,1,1
5636,1,1,1,1
56363,0,1,1,1
56365,1,1,1,1
56371,1,1,1,1
56375,0,0,1,1
56378,1,1,1,1
56379,1,1,1,1
5638,1,1,1,1
56381,1,1,1,1
56382,1,1,1,1
56383,0,1,1,1
56385,0,0,0,1
56389,1,1,1,1
5639,0,0,1,1
56391,1,1,1,1
56396,1,1,1,1
56398,0,1,1,1
56399,1,1,1,1
56405,1,1,1,1
56406,0,1,1,1
56407,1,1,1,1
56408,0,1,1,1
5641,0,1,1,1
56411,0,0,1,1
56412,1,1,1,1
56416,1,1,1,1
56417,0,1,1,1
56419,0,1,1,1
56421,1,1,1,1
56426,1,1,1,1
5643,0,1,1,1
56431,0,0,1,1
56435,1,1,1,1
56436,1,1,1,1
56440,1,1,1,1
56441,1,1,1,1
56443,1,1,1,1
56448,0,0,1,1
56449,1,1,1,1
56451,0,0,0,1
56453,1,1,1,1
56455,0,0,0,1
56459,1,1,1,1
56460,1,1,1,1
56463,0,0,0,1
56465,1,1,1,1
56468,1,1,1,1
56472,1,1,1,1
56473,1,1,1,1
56474,1,1,1,1
56475,1,1,1,1
56480,0,1,1,1
56485,1,1,1,1
56486,0,0,1,1
56487,0,0,0,1
56488,1,1,1,1
56490,0,1,1,1
56493,1,1,1,1
56495,1,1,1,1
56497,1,1,1,1
565,1,1,1,1
5650,1,1,1,1
56501,1,1,1,1
56503,1,1,1,1
56505,0,0,0,1
56507,1,1,1,1
56508,0,0,0,1
56510,1,1,1,1
56516,1,1,1,1
56517,0,1,1,1
5652,1,1,1,1
56520,0,0,1,1
56522,0,0,1,1
56525,0,0,1,1
56530,0,1,1,1
56532,1,1,1,1
56538,0,0,1,1
56540,1,1,1,1
56542,0,0,1,1
56544,0,1,1,1
56547,0,0,1,1
56553,1,1,1,1
56557,0,1,1,1
56559,1,1,1,1
56560,0,0,0,1
56563,1,1,1,1
56566,0,0,1,1
56568,0,0,1,1
56569,0,1,1,1
56570,1,1,1,1
56571,1,1,1,1
56572,0,0,1,1
56575,1,1,1,1
56578,0,1,1,1
5658,1,1,1,1
56580,0,0,1,1
56581,1,1,1,1
56583,1,1,1,1
56584,1,1,1,1
56585,1,1,1,1
56588,1,1,1,1
5659,0,1,1,1
56590,0,1,1,1
56596,1,1,1,1
56597,0,0,1,1
56599,1,1,1,1
56600,1,1,1,1
5661,1,1,1,1
56612,0,1,1,1
56615,1,1,1,1
56616,0,1,1,1
56619,0,0,0,1
5662,1,1,1,1
56621,1,1,1,1
56626,0,1,1,1
5663,1,1,1,1
56631,1,1,1,1
56632,1,1,1,1
56633,1,1,1,1
56644,0,0,0,1
56645,1,1,1,1
56646,0,1,1,1
56650,1,1,1,1
56654,0,0,0,1
56656,1,1,1,1
56657,1,1,1,1
56658,1,1,1,1
56661,0,0,1,1
56662,0,1,1,1
56667,1,1,1,1
56668,1,1,1,1
56670,0,1,1,1
56671,0,1,1,1
56672,0,1,1,1
56674,1,1,1,1
56676,1,1,1,1
56678,0,0,0,1
56682,1,1,1,1
56683,1,1,1,1
56688,1,1,1,1
56691,1,1,1,1
56695,0,0,1,1
56696,0,1,1,1
56697,1,1,1,1
5670,1,1,1,1
56702,0,0,1,1
56704,0,1,1,1
56706,0,1,1,1
56707,1,1,1,1
56709,0,0,0,1
5671,0,1,1,1
56711,1,1,1,1
56712,1,1,1,1
56716,0,0,0,1
56720,1,1,1,1
56727,0,0,0,1
56729,1,1,1,1
56734,1,1,1,1
56741,0,1,1,1
56742,0,1,1,1
56744,0,1,1,1
56746,0,0,0,1
5675,0,1,1,1
56751,0,0,0,1
56755,1,1,1,1
56756,1,1,1,1
56758,0,1,1,1
56761,0,1,1,1
56766,1,1,1,1
56769,1,1,1,1
56771,1,1,1,1
56774,1,1,1,1
56775,1,1,1,1
56779,1,1,1,1
56782,0,1,1,1
56783,0,0,0,1
56786,0,1,1,1
56788,1,1,1,1
56789,1,1,1,1
56790,0,0,0,1
56797,1,1,1,1
56799,0,0,0,1
568,1,1,1,1
56800,1,1,1,1
56802,0,0,0,1
56806,0,0,1,1
56807,1,1,1,1
56808,1,1,1,1
5681,1,1,1,1
56810,0,0,1,1
56811,0,1,1,1
56812,1,1,1,1
56819,0,0,1,1
56820,0,0,1,1
56822,1,1,1,1
56823,0,0,1,1
56826,0,1,1,1
56827,0,0,0,1
56829,1,1,1,1
56836,0,1,1,1
56837,1,1,1,1
5684,1,1,1,1
56845,1,1,1,1
56846,0,0,0,1
56850,1,1,1,1
56855,1,1,1,1
5686,1,1,1,1
56860,0,0,0,1
56862,1,1,1,1
56865,1,1,1,1
56868,0,1,1,1
5687,1,1,1,1
56873,1,1,1,1
56874,0,1,1,1
56878,1,1,1,1
56879,1,1,1,1
56881,1,1,1,1
56883,1,1,1,1
56884,1,1,1,1
56886,0,1,1,1
56889,0,1,1,1
56890,0,0,1,1
56894,1,1,1,1
56895,0,1,1,1
56897,1,1,1,1
56898,0,1,1,1
56899,0,1,1,1
569,1,1,1,1
56901,0,1,1,1
56904,1,1,1,1
56905,1,1,1,1
56909,1,1,1,1
56916,0,0,1,1
56919,0,1,1,1
5692,1,1,1,1
56921,0,1,1,1
56922,1,1,1,1
56923,0,0,1,1
56924,0,0,0,1
56926,0,1,1,1
56931,1,1,1,1
56934,0,0,0,1
56935,0,0,0,1
56936,1,1,1,1
56938,1,1,1,1
5694,1,1,1,1
56940,0,0,0,1
56941,1,1,1,1
56942,1,1,1,1
56943,0,0,0,1
56944,0,0,0,1
56945,0,1,1,1
56948,1,1,1,1
56954,1,1,1,1
56960,0,0,0,1
56962,0,1,1,1
56965,0,0,1,1
56967,1,1,1,1
56968,1,1,1,1
56969,1,1,1,1
56971,1,1,1,1
56972,1,1,1,1
56973,1,1,1,1
56975,1,1,1,1
56981,0,1,1,1
56982,1,1,1,1
56983,0,0,1,1
56984,0,1,1,1
56989,0,1,1,1
56994,1,1,1,1
56995,1,1,1,1
56996,1,1,1,1
56997,0,1,1,1
56999,0,1,1,1
57,0,0,0,1
57001,1,1,1,1
57003,1,1,1,1
57004,0,0,0,1
57006,0,1,1,1
57008,1,1,1,1
57009,1,1,1,1
57015,0,0,1,1
57016,1,1,1,1
57017,0,0,1,1
57018,0,0,0,1
57021,1,1,1,1
57024,0,0,1,1
57028,0,1,1,1
57031,1,1,1,1
57033,0,0,1,1
57035,1,1,1,1
57037,1,1,1,1
5704,1,1,1,1
57041,0,0,1,1
57051,1,1,1,1
57056,0,0,1,1
57057,0,1,1,1
5706,0,1,1,1
57062,0,1,1,1
57063,1,1,1,1
57064,1,1,1,1
57065,0,0,1,1
57069,1,1,1,1
5707,0,1,1,1
57071,0,1,1,1
57072,0,0,1,1
57073,0,0,0,1
57076,1,1,1,1
57080,1,1,1,1
57083,1,1,1,1
57085,1,1,1,1
57086,0,0,1,1
57087,1,1,1,1
57088,1,1,1,1
57089,1,1,1,1
5709,0,0,0,1
57092,1,1,1,1
57094,1,1,1,1
57095,0,1,1,1
57096,1,1,1,1
57102,1,1,1,1
57103,1,1,1,1
57105,0,1,1,1
57106,1,1,1,1
5711,1,1,1,1
57112,1,1,1,1
57113,0,0,1,1
57115,1,1,1,1
57120,1,1,1,1
57123,1,1,1,1
57125,1,1,1,1
57129,0,0,1,1
5713,1,1,1,1
57134,0,1,1,1
57135,1,1,1,1
57136,1,1,1,1
57137,0,0,0,1
57140,0,1,1,1
57141,0,1,1,1
57143,0,1,1,1
57145,0,0,0,1
57146,1,1,1,1
57149,1,1,1,1
5715,1,1,1,1
57150,0,0,0,1
57152,1,1,1,1
57154,1,1,1,1
57161,0,1,1,1
57165,1,1,1,1
57168,1,1,1,1
5717,1,1,1,1
57174,0,1,1,1
57175,0,0,1,1
5718,0,0,1,1
57181,1,1,1,1
57182,1,1,1,1
57183,1,1,1,1
57184,0,0,1,1
57185,1,1,1,1
57186,0,0,0,1
57189,1,1,1,1
5719,0,0,1,1
57192,1,1,1,1
572,1,1,1,1
5720,1,1,1,1
57204,1,1,1,1
57206,1,1,1,1
5721,1,1,1,1
57211,0,1,1,1
57214,1,1,1,1
57215,0,1,1,1
57217,0,0,0,1
57219,0,0,1,1
57226,0,0,1,1
57228,0,1,1,1
57234,0,0,1,1
57236,0,0,1,1
57237,1,1,1,1
57244,1,1,1,1
57247,1,1,1,1
57249,1,1,1,1
5725,1,1,1,1
57252,1,1,1,1
57254,0,0,1,1
57256,0,0,1,1
57257,1,1,1,1
57258,1,1,1,1
57262,1,1,1,1
57263,1,1,1,1
57266,1,1,1,1
57267,0,1,1,1
57269,0,1,1,1
57270,0,1,1,1
57271,0,0,0,1
57272,0,0,1,1
57276,1,1,1,1
57277,1,1,1,1
57279,1,1,1,1
5728,1,1,1,1
57281,0,0,0,1
57283,1,1,1,1
57285,0,0,0,1
57286,1,1,1,1
57289,0,1,1,1
57291,0,1,1,1
57296,0,0,1,1
57298,1,1,1,1
573,0,1,1,1
5730,1,1,1,1
57300,1,1,1,1
57301,1,1,1,1
57304,0,0,0,1
57305,1,1,1,1
57308,1,1,1,1
57318,1,1,1,1
57319,1,1,1,1
57323,0,1,1,1
57327,0,0,0,1
57328,0,0,1,1
57329,1,1,1,1
57334,0,1,1,1
57335,1,1,1,1
5734,1,1,1,1
57341,0,1,1,1
57345,0,0,1,1
57348,0,1,1,1
57349,0,1,1,1
5735,0,1,1,1
57355,0,0,1,1
57357,0,1,1,1
57359,1,1,1,1
57362,1,1,1,1
57366,0,1,1,1
57367,1,1,1,1
57369,1,1,1,1
5737,0,0,1,1
57371,0,0,1,1
57372,0,0,1,1
57374,1,1,1,1
57377,1,1,1,1
57379,1,1,1,1
57380,1,1,1,1
57381,1,1,1,1
57386,1,1,1,1
57389,1,1,1,1
57390,1,1,1,1
57391,1,1,1,1
57393,0,0,1,1
57401,0,0,0,1
57404,0,0,1,1
57408,1,1,1,1
5741,1,1,1,1
57414,1,1,1,1
57416,1,1,1,1
57417,0,0,0,1
57418,0,0,1,1
57421,0,0,0,1
57424,1,1,1,1
57425,1,1,1,1
57426,1,1,1,1
57427,0,0,1,1
57428,1,1,1,1
5743,1,1,1,1
57431,1,1,1,1
57433,1,1,1,1
57437,0,0,0,1
57439,0,0,0,1
57440,1,1,1,1
57441,1,1,1,1
57443,0,0,1,1
57445,0,0,1,1
57447,1,1,1,1
57448,0,1,1,1
57453,1,1,1,1
57457,0,0,1,1
57458,0,1,1,1
5746,0,0,0,1
57464,0,0,1,1
57466,1,1,1,1
57469,0,0,1,1
5747,1,1,1,1
57477,0,1,1,1
57479,1,1,1,1
57481,0,0,0,1
57483,1,1,1,1
57486,1,1,1,1
5749,1,1,1,1
57495,1,1,1,1
57497,0,0,0,1
575,1,1,1,1
57500,1,1,1,1
57502,0,0,0,1
57503,1,1,1,1
57513,1,1,1,1
57516,1,1,1,1
57518,1,1,1,1
57519,1,1,1,1
57520,0,1,1,1
57521,0,1,1,1
57522,0,1,1,1
57523,0,0,0,1
57524,1,1,1,1
57527,1,1,1,1
57528,0,0,0,1
5753,0,1,1,1
57535,1,1,1,1
57536,1,1,1,1
57537,0,1,1,1
57539,0,1,1,1
5754,1,1,1,1
57540,0,0,0,1
57543,0,1,1,1
57544,0,0,1,1
57547,1,1,1,1
57557,0,1,1,1
57559,0,1,1,1
5756,0,1,1,1
57560,0,1,1,1
57565,0,1,1,1
57566,0,1,1,1
57567,0,1,1,1
57568,1,1,1,1
57572,1,1,1,1
57574,1,1,1,1
57575,1,1,1,1
57577,0,0,1,1
57580,1,1,1,1
57583,0,1,1,1
57585,0,1,1,1
57586,0,0,0,1
57587,1,1,1,1
57588,1,1,1,1
5759,0,0,1,1
57590,0,1,1,1
57591,0,0,1,1
576,1,1,1,1
57600,1,1,1,1
57606,1,1,1,1
57609,0,0,0,1
5761,1,1,1,1
57616,0,1,1,1
57617,0,0,0,1
57618,1,1,1,1
57619,0,0,0,1
5762,0,1,1,1
57620,1,1,1,1
57622,1,1,1,1
57623,0,1,1,1
57625,0,0,0,1
5763,0,1,1,1
57630,0,1,1,1
57631,0,0,1,1
57635,1,1,1,1
57643,1,1,1,1
57645,0,1,1,1
57646,0,1,1,1
57648,1,1,1,1
57649,0,0,0,1
57650,0,0,1,1
57651,1,1,1,1
57652,1,1,1,1
57656,0,0,1,1
57658,0,0,0,1
57662,0,0,0,1
57665,0,0,0,1
57666,0,0,1,1
57669,0,0,1,1
5767,1,1,1,1
57673,0,1,1,1
57678,0,0,1,1
57680,0,0,0,1
57684,0,1,1,1
57685,1,1,1,1
57688,1,1,1,1
57689,1,1,1,1
57692,1,1,1,1
57698,1,1,1,1
57699,1,1,1,1
5770,0,1,1,1
57700,1,1,1,1
57706,1,1,1,1
57707,1,1,1,1
57712,1,1,1,1
57714,0,1,1,1
57715,1,1,1,1
57717,1,1,1,1
5772,0,0,0,1
57720,1,1,1,1
57722,0,1,1,1
57723,1,1,1,1
57725,1,1,1,1
57728,0,1,1,1
57730,1,1,1,1
57732,1,1,1,1
57734,1,1,1,1
57735,0,1,1,1
57736,1,1,1,1
57737,1,1,1,1
5774,1,1,1,1
57743,1,1,1,1
57747,1,1,1,1
57751,1,1,1,1
57752,1,1,1,1
57756,0,0,1,1
57757,1,1,1,1
57759,0,1,1,1
57762,0,0,1,1
57763,0,1,1,1
57764,0,0,1,1
57765,0,0,1,1
57773,1,1,1,1
57778,1,1,1,1
5778,1,1,1,1
57780,1,1,1,1
57784,0,0,0,1
57785,1,1,1,1
57792,0,0,1,1
57794,0,1,1,1
57797,0,1,1,1
57798,1,1,1,1
57799,1,1,1,1
578,0,0,0,1
5780,0,0,0,1
57801,1,1,1,1
57802,0,0,1,1
57803,0,0,1,1
57804,1,1,1,1
57806,0,0,1,1
57811,0,0,1,1
57812,0,1,1,1
57816,1,1,1,1
57817,1,1,1,1
57823,0,1,1,1
57825,0,0,0,1
57827,1,1,1,1
5783,0,0,1,1
57833,0,1,1,1
57834,1,1,1,1
57836,1,1,1,1
57839,1,1,1,1
57843,1,1,1,1
57845,1,1,1,1
57847,0,1,1,1
5785,0,0,0,1
57854,0,1,1,1
57858,0,0,0,1
57860,0,0,1,1
57866,1,1,1,1
57874,1,1,1,1
57875,0,0,1,1
57879,0,1,1,1
5788,1,1,1,1
57880,1,1,1,1
57881,1,1,1,1
57883,1,1,1,1
57887,1,1,1,1
57889,1,1,1,1
57891,0,1,1,1
57892,1,1,1,1
57896,1,1,1,1
57899,0,1,1,1
57900,1,1,1,1
57901,1,1,1,1
57902,0,1,1,1
57903,0,0,1,1
57904,1,1,1,1
57913,0,0,1,1
57914,1,1,1,1
57919,1,1,1,1
57921,1,1,1,1
57922,0,0,1,1
57924,0,1,1,1
57925,1,1,1,1
57926,0,0,0,1
57929,0,0,0,1
5793,1,1,1,1
57933,1,1,1,1
57934,1,1,1,1
57936,1,1,1,1
57937,0,0,1,1
57939,0,1,1,1
5794,1,1,1,1
57940,0,0,1,1
57944,0,0,1,1
57946,1,1,1,1
57951,0,0,0,1
57952,1,1,1,1
57953,1,1,1,1
57956,0,1,1,1
57957,0,1,1,1
57960,0,1,1,1
57968,0,1,1,1
57975,1,1,1,1
57977,0,1,1,1
57978,0,1,1,1
57979,1,1,1,1
5798,1,1,1,1
57983,0,1,1,1
57985,1,1,1,1
57986,0,0,1,1
57991,0,0,1,1
57997,0,1,1,1
580,1,1,1,1
58004,1,1,1,1
58005,0,0,0,1
58007,1,1,1,1
58009,1,1,1,1
58012,1,1,1,1
58017,0,0,1,1
58018,0,0,1,1
58020,1,1,1,1
58022,0,0,1,1
58026,0,1,1,1
58028,1,1,1,1
58030,0,0,1,1
58035,1,1,1,1
58036,1,1,1,1
58037,0,0,1,1
58039,1,1,1,1
58040,0,0,0,1
58042,1,1,1,1
58043,1,1,1,1
58045,1,1,1,1
58048,0,1,1,1
58049,0,1,1,1
58054,0,0,1,1
58056,1,1,1,1
58057,1,1,1,1
58058,1,1,1,1
58070,0,0,0,1
58071,0,1,1,1
58076,0,0,0,1
58078,1,1,1,1
58081,0,1,1,1
58082,0,0,1,1
58083,1,1,1,1
58084,1,1,1,1
58085,1,1,1,1
58086,1,1,1,1
5809,0,1,1,1
58092,1,1,1,1
581,1,1,1,1
58100,0,1,1,1
58102,1,1,1,1
58104,1,1,1,1
58105,1,1,1,1
58106,0,0,0,1
58108,0,1,1,1
58109,0,1,1,1
58112,0,1,1,1
58120,1,1,1,1
58123,0,0,1,1
58126,1,1,1,1
58127,0,1,1,1
5813,1,1,1,1
58130,1,1,1,1
58131,1,1,1,1
58135,1,1,1,1
58137,0,0,1,1
58140,0,0,1,1
58142,1,1,1,1
58143,1,1,1,1
58146,0,1,1,1
5815,1,1,1,1
58150,1,1,1,1
58152,0,0,1,1
58153,1,1,1,1
58155,0,1,1,1
58157,0,1,1,1
58161,1,1,1,1
58165,0,1,1,1
58167,1,1,1,1
58168,1,1,1,1
58173,1,1,1,1
58174,1,1,1,1
58175,1,1,1,1
58178,0,1,1,1
58179,0,0,0,1
5818,0,0,0,1
58181,0,1,1,1
58182,1,1,1,1
58183,0,0,0,1
58184,1,1,1,1
58186,0,1,1,1
58187,1,1,1,1
58189,0,1,1,1
58192,1,1,1,1
58194,0,0,1,1
58195,1,1,1,1
58196,1,1,1,1
58197,0,0,1,1
582,0,0,1,1
5820,0,0,1,1
58200,0,0,1,1
58202,1,1,1,1
58203,1,1,1,1
58208,1,1,1,1
58213,1,1,1,1
58215,0,1,1,1
58217,1,1,1,1
58223,0,1,1,1
58226,1,1,1,1
58227,1,1,1,1
58228,0,0,1,1
5823,1,1,1,1
58231,1,1,1,1
58234,1,1,1,1
58237,1,1,1,1
58238,0,0,0,1
58243,0,1,1,1
58245,0,1,1,1
58246,1,1,1,1
58247,1,1,1,1
58248,0,0,1,1
58250,0,0,1,1
58256,0,1,1,1
58257,0,1,1,1
5826,1,1,1,1
58262,0,0,0,1
58264,1,1,1,1
58265,0,1,1,1
58266,1,1,1,1
58269,1,1,1,1
58274,0,0,1,1
58275,1,1,1,1
58277,1,1,1,1
58278,0,0,0,1
5828,0,0,0,1
58283,1,1,1,1
58291,0,1,1,1
58292,1,1,1,1
58293,0,1,1,1
58297,0,1,1,1
58299,0,1,1,1
583,1,1,1,1
58301,1,1,1,1
58307,1,1,1,1
5831,0,1,1,1
58312,1,1,1,1
58314,0,1,1,1
58320,0,0,1,1
58321,1,1,1,1
58324,0,1,1,1
58325,0,1,1,1
58330,1,1,1,1
58331,0,0,1,1
58335,0,0,0,1
58338,1,1,1,1
58340,0,1,1,1
58344,1,1,1,1
58348,1,1,1,1
58349,1,1,1,1
5835,1,1,1,1
58353,0,1,1,1
58357,1,1,1,1
58359,1,1,1,1
58360,0,1,1,1
58361,1,1,1,1
58362,0,0,1,1
58365,0,0,1,1
58366,1,1,1,1
58372,1,1,1,1
58374,0,1,1,1
58378,1,1,1,1
58381,0,1,1,1
58384,0,0,0,1
58387,0,1,1,1
58388,0,0,0,1
58390,0,0,1,1
58391,0,0,1,1
58392,1,1,1,1
58394,1,1,1,1
58395,0,1,1,1
58396,0,1,1,1
58398,1,1,1,1
58399,1,1,1,1
5840,1,1,1,1
58402,1,1,1,1
58403,0,0,0,1
58405,1,1,1,1
5841,0,0,0,1
58410,1,1,1,1
58411,0,1,1,1
58415,1,1,1,1
58417,0,0,1,1
58418,0,0,1,1
58422,0,0,1,1
58424,0,0,1,1
58427,1,1,1,1
58429,0,0,1,1
58430,1,1,1,1
58431,1,1,1,1
58443,1,1,1,1
5845,1,1,1,1
58452,1,1,1,1
58456,0,1,1,1
58459,0,0,0,1
58461,1,1,1,1
58464,0,0,1,1
58465,0,0,1,1
58469,0,0,0,1
58470,0,1,1,1
58472,0,1,1,1
58473,0,0,0,1
58474,0,0,1,1
58475,1,1,1,1
58477,1,1,1,1
58478,1,1,1,1
58480,1,1,1,1
58483,0,0,1,1
58484,1,1,1,1
58486,1,1,1,1
58487,1,1,1,1
58489,0,1,1,1
58490,1,1,1,1
58492,0,0,0,1
58496,1,1,1,1
58498,1,1,1,1
58499,0,1,1,1
58503,1,1,1,1
58504,0,0,0,1
58506,0,1,1,1
58511,1,1,1,1
58515,1,1,1,1
58517,0,1,1,1
58521,0,1,1,1
58524,1,1,1,1
58525,1,1,1,1
58526,1,1,1,1
58531,0,0,1,1
58534,0,1,1,1
58536,0,0,1,1
58537,0,0,1,1
58538,0,1,1,1
5854,1,1,1,1
58544,1,1,1,1
58545,1,1,1,1
58546,0,1,1,1
58549,1,1,1,1
58551,1,1,1,1
58552,1,1,1,1
58553,0,1,1,1
58557,0,1,1,1
58559,1,1,1,1
5856,0,1,1,1
58560,0,0,1,1
58562,0,1,1,1
58563,0,0,0,1
58565,0,0,0,1
58567,1,1,1,1
58569,1,1,1,1
5857,0,1,1,1
58570,0,1,1,1
58571,1,1,1,1
58572,1,1,1,1
58574,1,1,1,1
58575,1,1,1,1
58577,1,1,1,1
58581,1,1,1,1
58584,1,1,1,1
58588,1,1,1,1
58589,0,0,0,1
58590,1,1,1,1
58591,0,0,1,1
58593,0,0,0,1
586,0,1,1,1
58601,0,1,1,1
58602,1,1,1,1
58603,0,0,0,1
58605,0,1,1,1
58606,1,1,1,1
58609,1,1,1,1
5861,1,1,1,1
58616,1,1,1,1
58617,1,1,1,1
58619,0,0,0,1
5862,0,1,1,1
58620,0,0,1,1
58621,1,1,1,1
58627,0,0,1,1
58628,0,0,0,1
58629,0,0,0,1
58630,1,1,1,1
58631,0,0,1,1
58632,1,1,1,1
58636,1,1,1,1
58637,1,1,1,1
58640,1,1,1,1
58642,0,1,1,1
58643,0,0,0,1
58646,1,1,1,1
58647,1,1,1,1
58648,1,1,1,1
5865,0,1,1,1
58650,1,1,1,1
58651,0,1,1,1
58653,0,1,1,1
58656,0,1,1,1
58657,0,1,1,1
58658,0,0,0,1
5866,1,1,1,1
58662,1,1,1,1
58663,0,1,1,1
58666,0,0,1,1
58668,0,0,1,1
58672,0,0,1,1
58673,1,1,1,1
58675,1,1,1,1
58676,0,1,1,1
58678,1,1,1,1
58679,1,1,1,1
58682,0,1,1,1
58688,0,0,1,1
58690,1,1,1,1
58695,1,1,1,1
58697,0,0,0,1
587,1,1,1,1
58700,1,1,1,1
58706,1,1,1,1
5871,0,0,1,1
58710,0,1,1,1
58713,0,1,1,1
58717,1,1,1,1
58719,1,1,1,1
58724,1,1,1,1
58725,0,0,0,1
58727,1,1,1,1
58732,1,1,1,1
58733,1,1,1,1
58737,0,1,1,1
58739,0,0,0,1
5874,0,0,0,1
58741,1,1,1,1
58743,0,1,1,1
58746,1,1,1,1
58748,1,1,1,1
58749,1,1,1,1
58751,1,1,1,1
58755,1,1,1,1
58756,1,1,1,1
58758,1,1,1,1
58761,1,1,1,1
58764,0,0,1,1
58765,0,1,1,1
5877,1,1,1,1
58770,1,1,1,1
58773,1,1,1,1
58774,0,0,1,1
58777,0,1,1,1
5878,1,1,1,1
58780,1,1,1,1
58781,0,0,1,1
58782,1,1,1,1
58786,1,1,1,1
58787,0,0,1,1
58789,0,0,0,1
58792,0,1,1,1
58793,0,0,1,1
58796,0,0,0,1
58798,1,1,1,1
58799,1,1,1,1
58801,1,1,1,1
58802,0,0,0,1
5881,0,1,1,1
58810,0,0,1,1
58811,1,1,1,1
58814,1,1,1,1
58816,0,0,0,1
58818,0,0,1,1
58820,1,1,1,1
58821,0,0,1,1
58825,1,1,1,1
58826,1,1,1,1
58827,1,1,1,1
58832,1,1,1,1
58834,1,1,1,1
58836,0,1,1,1
58838,0,0,0,1
58839,1,1,1,1
5884,0,1,1,1
58840,1,1,1,1
58841,1,1,1,1
58842,0,0,0,1
58844,0,0,0,1
58845,1,1,1,1
58846,0,1,1,1
58854,0,0,1,1
58858,1,1,1,1
5886,1,1,1,1
58862,1,1,1,1
58864,1,1,1,1
58865,0,0,1,1
58866,1,1,1,1
58869,1,1,1,1
58872,1,1,1,1
58875,1,1,1,1
58881,0,1,1,1
58885,1,1,1,1
58887,0,1,1,1
58889,0,0,1,1
58890,0,0,1,1
58892,0,0,0,1
58893,0,1,1,1
58895,1,1,1,1
58896,0,0,0,1
5890,1,1,1,1
58906,0,1,1,1
58909,0,1,1,1
5891,0,0,1,1
58911,1,1,1,1
58914,1,1,1,1
58916,1,1,1,1
58917,0,0,0,1
58918,0,1,1,1
58919,1,1,1,1
58921,0,1,1,1
58922,1,1,1,1
58925,1,1,1,1
58928,0,0,1,1
58929,1,1,1,1
58931,1,1,1,1
58932,1,1,1,1
58933,0,0,1,1
58936,0,1,1,1
58943,1,1,1,1
58945,0,1,1,1
58946,0,1,1,1
58948,1,1,1,1
5895,1,1,1,1
58957,1,1,1,1
58959,1,1,1,1
58960,1,1,1,1
58961,1,1,1,1
58962,1,1,1,1
58967,0,0,0,1
58971,1,1,1,1
